Program,CatNo,L1,L2,L3,L4
PNC,Cat173,Agent Opportunity,Agent Behaviour,Unprofessionalism,No Attention by Rep
PNC,Cat174,Agent Opportunity,Agent Behaviour,Unprofessionalism,No empathy by Rep
PNC,Cat175,Agent Opportunity,Agent Behaviour,Unprofessionalism,No patience
PNC,Cat176,Agent Opportunity,Agent Behaviour,Unprofessionalism,Rep Did Not Acknowledge
PNC,Cat177,Agent Opportunity,Agent Behaviour,Unprofessionalism,Rep Hung up the call
PNC,Cat178,Agent Opportunity,Agent Behaviour,Unprofessionalism,Rep In Rush
PNC,Cat179,Agent Opportunity,Agent Behaviour,Unprofessionalism,Rep Interrupting Customer
PNC,Cat180,Agent Opportunity,Agent Behaviour,Unprofessionalism,Rep not helpful
PNC,Cat181,Agent Opportunity,Agent Behaviour,Unprofessionalism,Rep Yawning / Sleeping
PNC,Cat182,Agent Opportunity,Agent Behaviour,Unprofessionalism,Rude - Rep
PNC,Cat183,Agent Opportunity,Agent Behaviour,Unprofessionalism,Unprofessional - Rep
PNC,Cat184,Agent Opportunity,Agent Knowledge,Call Transfer,Call Transfer Issue
PNC,Cat185,Agent Opportunity,Agent Knowledge,Call Transfer,Connected / Transfer to Wrong Department
PNC,Cat186,Agent Opportunity,Agent Knowledge,Lack of Knowledge,Multiple Holds
PNC,Cat187,Agent Opportunity,Agent Knowledge,Lack of Knowledge,Rep had No Knowledge
PNC,Cat188,Agent Opportunity,Agent Knowledge,Lack of Knowledge,Rep Provided Incomplete Explanation
PNC,Cat189,Agent Opportunity,Agent Knowledge,Lack of Knowledge,Standard / Scripted Response by Rep
PNC,Cat190,Agent Opportunity,Agent Knowledge,Traning,Rep Need Training
PNC,Cat191,Agent Opportunity,FLEXING COMMUNICATION STYLE,Dead Air on call,Dead Air on call
PNC,Cat192,Agent Opportunity,FLEXING COMMUNICATION STYLE,Fluency,Language Barrier
PNC,Cat193,Agent Opportunity,FLEXING COMMUNICATION STYLE,Fluency,Rep Accent Issues
PNC,Cat194,Agent Opportunity,FLEXING COMMUNICATION STYLE,No Assurance,No Assurance
PNC,Cat195,Agent Opportunity,FLEXING COMMUNICATION STYLE,Pronunciation,Communication problem
PNC,Cat196,Agent Opportunity,FLEXING COMMUNICATION STYLE,Pronunciation,Rep Pronunciation Issue
PNC,Cat197,Agent Opportunity,FLEXING COMMUNICATION STYLE,Rate of Speech,Rate of Speech
PNC,Cat198,Agent Opportunity,FLEXING COMMUNICATION STYLE,Understanding,Comprehension issue
PNC,Cat199,Agent Opportunity,FLEXING COMMUNICATION STYLE,Vocabulary,Rep Could Not Explain
PNC,Cat200,Agent Opportunity,FLEXING COMMUNICATION STYLE,Voice Tone,Rep Laughing / Shout on call
PNC,Cat201,Agent Opportunity,FLEXING COMMUNICATION STYLE,Voice Tone,Voice tone issue
PNC,Cat202,Agent Opportunity,Agent Knowledge,Misleading Information,Rep provided misleading Information
PNC,Cat203,Agent Opportunity,Agent Knowledge,No Customer Education,No Customer Education
PNC,Cat204,Agent Opportunity,Resolution,Customer directed to local branch,Customer directed to local branch
PNC,Cat205,Agent Opportunity,Resolution,Issue Returned,Issue Returned
PNC,Cat206,Agent Opportunity,Resolution,Multiple Interactions,Multiple Interactions
PNC,Cat207,Agent Opportunity,Resolution,No Solution / Issues - Not Resolved,No Solution / Issues - Not Resolved
PNC,Cat208,Agent Opportunity,Resolution,Not happy with Solution,Not happy with Solution
PNC,Cat209,Agent Opportunity,Resolution,Ongoing Issue,Ongoing Issue
VRBO,Cat1,People Driven,Accuracy - Knowledge,Need Training,Training Need of Representative
VRBO,Cat2,People Driven,Communication and Soft Skills,Rude/Unprofessionalism,Rude or Unprofessional Behavior
VRBO,Cat3,People Driven,Communication and Soft Skills,Inappropriate Behavior,Lack of Assurance
VRBO,Cat4,People Driven,Lack of Ownership,No Ownership,Lack of Ownership
VRBO,Cat5,People Driven,Communication and Soft Skills,Pushy Sales,Pushy Sales
VRBO,Cat6,People Driven,Communication and Soft Skills,Rep Accent Issues,Accent Issues
VRBO,Cat7,People Driven,Communication and Soft Skills,Voice Tone issue,Concern Around Tone of Voice
VRBO,Cat8,People Driven,Communication and Soft Skills,Talk Over by Rep / Interruption,Talk Over by / Interruption
VRBO,Cat9,People Driven,Communication and Soft Skills,Wrong Documentation by Rep,Wrong Documentation by Rep
VRBO,Cat10,People Driven,Communication and Soft Skills,Rep not able to understand,Difficulty in Understanding Customer
VRBO,Cat11,People Driven,Communication and Soft Skills,Inappropriate Behavior,Rep Mocking/ Laughing/ Shout on call
VRBO,Cat12,People Driven,Communication and Soft Skills,Rep Hung up the call,Call Disconnection
VRBO,Cat13,People Driven,Communication and Soft Skills,Rate of Speech,High Rate of Speech
VRBO,Cat14,People Driven,Communication and Soft Skills,Inappropriate Behavior,Lack of Patience
VRBO,Cat15,People Driven,Communication and Soft Skills,Long Hold on Call / Chat,Prolonged Hold Time
VRBO,Cat16,People Driven,Communication and Soft Skills,Language Barrier,Language Barrier
VRBO,Cat17,People Driven,Communication and Soft Skills,Inappropriate Behavior,Excessive Talking by Representative
VRBO,Cat18,People Driven,Communication and Soft Skills,Dead Air on call,Dead Air on call
VRBO,Cat19,People Driven,Communication and Soft Skills,Communication problem,Communication Challenge
VRBO,Cat20,People Driven,Communication and Soft Skills,Listening Issues,Listening Issues
VRBO,Cat21,People Driven,Communication and Soft Skills,Failed to Acknowledge,Failed to Acknowledge
VRBO,Cat22,People Driven,Communication and Soft Skills,No Empathy,Lack of Empathy
VRBO,Cat23,People Driven,Communication and Soft Skills,ECAT Related,Threat of Legal Action from Customer
VRBO,Cat24,People Driven,Accuracy - Knowledge,Asking Irrelevant Question,Off-topic Inquiry
VRBO,Cat25,People Driven,Accuracy - Knowledge,Inconsistent Information Shared,Inconsistent Information Shared
VRBO,Cat26,People Driven,Accuracy - Knowledge,Rep share wrong / incomplete information,Inaccurate Information
VRBO,Cat27,People Driven,Accuracy - Knowledge,Rep had No Knowledge,Lack of Knowledge
VRBO,Cat28,People Driven,Accuracy - Knowledge,No Customer Education,Lack of Customer Education
VRBO,Cat29,People Driven,Accuracy - Resolution,Agent Redirected Customer,Customer was Transferred
VRBO,Cat30,People Driven,Accuracy - Resolution,Long Time to Respond,Delayed Response Time
VRBO,Cat31,People Driven,Accuracy - Resolution,Ticket Closed without Resolution,Ticket Closed without Resolution
VRBO,Cat32,People Driven,Accuracy - Resolution,Standard / Scripted/Robotic Response by Rep,Scripted Response
VRBO,Cat33,People Driven,Accuracy - Resolution,Not happy with Solution,Dissatisfied with Solution
VRBO,Cat34,People Driven,Accuracy - Resolution,Multiple Interactions,Multiple Interactions
VRBO,Cat35,People Driven,Accuracy - Resolution,Long Wait on Call / Chat,Extended Wait Time
VRBO,Cat36,People Driven,Accuracy - Resolution,Long Time to resolve,Lengthy Resolution Time
VRBO,Cat37,People Driven,Accuracy - Resolution,Waiting Time,Long Wait for Assistance
VRBO,Cat38,People Driven,Lack of Ownership,Argumentative Rep,Arguing with Customer
VRBO,Cat39,People Driven,Lack of Ownership,Broken Promise,Unfulfilled Promise
VRBO,Cat40,People Driven,Lack of Ownership,Did not Escalate,Failed to Escalate
VRBO,Cat41,People Driven,Lack of Ownership,Follow-up Failure,Lack of Follow-up
VRBO,Cat42,People Driven,Lack of Ownership,Not Helpful/Friendly,Unhelpful Representative
VRBO,Cat43,People Driven,Lack of Ownership,No Ownership by Rep,Lack of Ownership
VRBO,Cat44,People Driven,Lack of Ownership,Call Back Issue,No Call Back
VRBO,Cat45,People Driven,Lack of Ownership,No Attention by Rep,Lack of Attention
VRBO,Cat46,People Driven,Lack of Ownership,Call Back Issue,Callback Request
VRBO,Cat47,People Driven,Lack of Ownership,Dishonest Rep,Dishonest Representative
VRBO,Cat48,People Driven,Lack of Ownership,Repetative Queries,Repetative Queries
VRBO,Cat49,People Driven,Lack of Ownership,Technician not visited,Technician not visited
VRBO,Cat50,People Driven,Lack of Ownership,Lost Items,Lost Items
VRBO,Cat51,People Driven,Lack of Ownership,Hosting Related,Hosting Related Issues
VRBO,Cat52,People Driven,Service Dissatisfaction,Improve Service,Suggestion for Service Enhancement
VRBO,Cat53,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Professional Representative
VRBO,Cat54,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Nice Representative
VRBO,Cat55,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Kind Representative
VRBO,Cat56,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Courteous Representative
VRBO,Cat57,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Efficient Service Received
VRBO,Cat58,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Understanding Clearly
VRBO,Cat59,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Quick & Prompt Response
VRBO,Cat60,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Polite Representative
VRBO,Cat61,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Pleasant Interaction
VRBO,Cat62,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Patient Representative
VRBO,Cat63,Positive Feedback,Appreciating Agent,Appreciating Knowledge,Knowledgeable Representative
VRBO,Cat64,Positive Feedback,Appreciating Agent,Appreciating Resolution,Resolution Confirmation
VRBO,Cat65,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Helpful Representative
VRBO,Cat66,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Good Listening Skills
VRBO,Cat67,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Good Attention
VRBO,Cat68,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Friendly Attitude
VRBO,Cat69,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Excellent Tone of Communication
VRBO,Cat70,Positive Feedback,Appreciating Agent,Appreciating Behaviour,Excellent Representative
VRBO,Cat71,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Excellent Communication Skills
VRBO,Cat72,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Empathetic Representative
VRBO,Cat73,Positive Feedback,Appreciating Agent,Appreciating Communication and Soft Skills,Clear Explanation by Representative
VRBO,Cat74,Positive Feedback,Appreciating Product & Service,Helpful Service,Helpful Service Received
VRBO,Cat75,Positive Feedback,Appreciating Product & Service,Appreciating Service,Professional Service Experience
VRBO,Cat76,Positive Feedback,Appreciating Product & Service,Appreciating Product & Service,High-Quality Products & Services Acknowledgement
VRBO,Cat77,Policy Driven,Refund,Refund Not Processed,Refund Not Processed
VRBO,Cat78,Policy Driven,Cancellation policy,Cancellation policy,Query on Cancellation Policy
VRBO,Cat79,Policy Driven,Outsourcing,American Rep,Need American Representative
VRBO,Cat80,Policy Driven,Customer,Impacting Client / Business,Impacting Client / Business
VRBO,Cat81,Process Driven,Account Management Issue,Listing Activation / Deactivation Issue,Account Activation/Deactivation Challenge
VRBO,Cat82,Process Driven,Account Management Issue,Account Access Issue / Login Issue,Account Access Issue
VRBO,Cat83,Process Driven,Account Management Issue,Account Closure,Account Closure Request
VRBO,Cat84,Process Driven,Account Management Issue,Account Deletion,Account Deletion Request
VRBO,Cat85,Process Driven,Account Management Issue,Account Enrolment / Registration / Application,Account Enrollment Issue
VRBO,Cat86,Process Driven,Account Management Issue,Account Got Deleted,Account Deletion Confirmation
VRBO,Cat87,Process Driven,Account Management Issue,Account Link Issue,Account Link Issue
VRBO,Cat88,Process Driven,Account Management Issue,Account Setup / Configuration Issue,Account Linking Issue
VRBO,Cat89,Process Driven,Account Management Issue,Account Suspended / Blocked,Account Suspension Issue
VRBO,Cat90,Process Driven,Account Management Issue,Blacklisting issue,Concern Around Blacklisting
VRBO,Cat91,Process Driven,Account Management Issue,Notifications status,Notification Status Concern
VRBO,Cat92,Process Driven,Account Management Issue,Ownership issue,Dispute Around Account Ownership
VRBO,Cat93,Process Driven,Account Management Issue,Update Account Information,Account Information Update
VRBO,Cat94,Process Driven,Account Management Issue,Account Verification,Account Verification Concern
VRBO,Cat95,Process Driven,Account Management Issue,Background check Issue,Background check Issue
VRBO,Cat96,Process Driven,Account Management Issue,Unable to cancel Booking,Account Cancellation Concern
VRBO,Cat97,Process Driven,Account Management Issue,Password Issue,Password Concern
VRBO,Cat98,Process Driven,Account Management Issue,Billing/Invoice Issues,Billing/Invoice Concern
VRBO,Cat99,Process Driven,Bad Experience,Hard to find info,Difficulty in Finding Product
VRBO,Cat100,Process Driven,Bad Experience,Improve Service,Inability to Upgrade Account
VRBO,Cat101,Process Driven,Bad Experience,Issue with Previous Rep,Previous Representative's Inadequacy
VRBO,Cat102,Process Driven,Bad Experience,Poor - Improve Process,Process Improvement Required
VRBO,Cat103,Process Driven,Bad Experience,Waste of Time,Wastage of Time
VRBO,Cat104,Process Driven,Bad Experience,Return Related,Return Related
VRBO,Cat105,Process Driven,Billing Issue,Charges Issue,Billing Dispute
VRBO,Cat106,Process Driven,Booking,Approval / Authorisation,Difficulty in Authorization Approval
VRBO,Cat107,Process Driven,Booking,Booking - Reservation got cancelled,Order Cancellation
VRBO,Cat108,Process Driven,Booking,Booking confirmation,Email Dysfunction
VRBO,Cat109,Process Driven,Booking,Booking got cancelled,Cancelled Request/Ticket
VRBO,Cat110,Process Driven,Booking,No Alternate option,Non-Receipt of Coupons/Vouchers
VRBO,Cat111,Process Driven,Booking,Overbooked the property,Technician Issue
VRBO,Cat112,Process Driven,Booking,Replacement option,Replacement Request/Wait
VRBO,Cat113,Process Driven,Account Management Issue,Unable to cancel Booking,Account Cancellation Challenge
VRBO,Cat114,Process Driven,Cancelation,Customer want to cancel,Service Cancellation
VRBO,Cat115,Process Driven,Card Issue,Card Related Issues,Card Related Issues
VRBO,Cat116,Process Driven,Charges / Fees,Annual fee,Annual Fee Charge
VRBO,Cat117,Process Driven,Charges / Fees,Cancellation Fee,Cancellation Fee Imposition
VRBO,Cat118,Process Driven,Charges / Fees,Damage Fee,Non-Receipt of Damage Fee
VRBO,Cat119,Process Driven,Charges / Fees,Explanation of Charges / Fees,Explanation of Charges/Fees Required
VRBO,Cat120,Process Driven,Charges / Fees,Incorrect Charges Fees,Incorrect Charge/Fee
VRBO,Cat121,Process Driven,Charges / Fees,Surcharge,Surcharge Application
VRBO,Cat122,Process Driven,Charges / Fees,Tax / Vat Issue,Tax/VAT Discrepancy
VRBO,Cat123,Process Driven,Churn,Changing Service Provider,Service Provider Change
VRBO,Cat124,Process Driven,Churn,Not recommending Service,Non-Recommendation of Service
VRBO,Cat125,Process Driven,Churn,Prefer Competitors,Preference for Competitors
VRBO,Cat126,Process Driven,Customer Suggestion,Customer Suggestion,Customer Feedback
VRBO,Cat127,Process Driven,Damage,Cancel Damage Protection,Damage Protection Cancellation
VRBO,Cat128,Process Driven,Damage,Damage charges,Damage Charge
VRBO,Cat129,Process Driven,Damage,Damage Claim,Damage Claim Issue
VRBO,Cat130,Process Driven,Damage,Damage Dispute,Damage Dispute
VRBO,Cat131,Process Driven,Damage,Damage Insurance,Concern Around Damage Insurance
VRBO,Cat132,Process Driven,Damage,Damage Protection,Damage Protection Request
